lemma,pos,ehitz_freq,syls,syl_n
errepika,N,13.442,e-rre-pi-ka,4
errepikaketa,N,0.823,e-rre-pi-ka-ke-ta,6
errepikakor,G,1.097,e-rre-pi-ka-kor,5
akusazio,N,3.017,a-ku-sa-zi-o,5
errepikapen,N,2.743,e-rre-pi-ka-pen,5
errepikatu,V,51.023,e-rre-pi-ka-tu,5
errepikazio,N,0.549,e-rre-pi-ka-zi-o,6
erreplika,N,0.823,e-rre-pli-ka,4
erreportaje,N,2.469,e-rre-por-ta-je,5
errepresentagarri,G,3.017,e-rre-pre-sen-ta-ga-rri,7
errepresentatu,N,4.663,e-rre-pre-sen-ta-tu,6
errepresentazio,N,15.362,e-rre-pre-sen-ta-zi-o,7
errepresibo,G,3.017,e-rre-pre-si-bo,5
errepresio,N,7.407,e-rre-pre-si-o,5
erreprimitu,V,1.097,e-rre-pri-mi-tu,5
erreprodukzio,N,1.372,e-rre-pro-duk-zi-o,6
errepublika,N,37.307,e-rre-pu-bli-ka,5
errepublikano,G,0.823,e-rre-pu-bli-ka-no,6
errepublikar,G,1.372,e-rre-pu-bli-kar,5
errepublikazale,N,0.823,e-rre-pu-bli-ka-za-le,7
erresaka,N,1.097,e-rre-sa-ka,4
erreseina,N,1.372,e-rre-sei-na,4
erreserba,N,25.237,e-rre-ser-ba,4
akustika,N,0.823,a-kus-ti-ka,4
erreserbatu,V,1.646,e-rre-ser-ba-tu,5
erresidentzia,N,3.292,e-rre-si-den-tzi-a,6
erresidentzial,G,0.549,e-rre-si-den-tzi-al,6
erresiditu,N,0.549,e-rre-si-di-tu,5
erresistente,G,0.549,e-rre-sis-ten-te,5
erresistentzia,N,52.12,e-rre-sis-ten-tzi-a,6
erresistibitate,N,0.823,e-rre-sis-ti-bi-ta-te,7
erresistitu,V,0.549,e-rre-sis-ti-tu,5
erresistore,N,0.823,e-rre-sis-to-re,5
erreskada,N,1.097,e-rres-ka-da,4
abaila,N,0.549,a-bai-la,3
abesbatza,N,13.716,a-bes-ba-tza,4
akustiko,G,1.097,a-kus-ti-ko,4
erreskatatu,V,0.549,e-rres-ka-ta-tu,5
erreskate,N,3.84,e-rres-ka-te,4
erresolbitu,V,0.823,e-rre-sol-bi-tu,5
erresoluzio,N,0.549,e-rre-so-lu-zi-o,6
erresonantzia,N,4.389,e-rre-so-nan-tzi-a,6
errespektiboki,G,0.823,e-rres-pek-ti-bo-ki,6
errespetagarri,G,1.92,e-rres-pe-ta-ga-rri,6
errespetatu,V,29.078,e-rres-pe-ta-tu,5
errespetu,N,18.928,e-rres-pe-tu,4
akutu,G,0.549,a-ku-tu,3
errespontsabilitate,N,0.823,e-rres-pon-tsa-bi-li-ta-te,8
errestauratu,V,1.646,e-rres-tau-ra-tu,5
errestaurazio,N,1.372,e-rres-tau-ra-zi-o,6
erresultatu,N,1.097,e-rre-sul-ta-tu,5
erresuma,N,50.749,e-rre-su-ma,4
erresumin,N,0.823,e-rre-su-min,4
erretaula,N,13.442,e-rre-tau-la,4
erreten,N,3.566,e-rre-ten,3
erretenitu,G,0.823,e-rre-te-ni-tu,5
akzesorio,N,0.549,ak-ze-so-ri-o,5
erretikulu,N,0.549,e-rre-ti-ku-lu,5
erretilu,N,1.92,e-rre-ti-lu,4
erretina,N,1.92,e-rre-ti-na,4
erretira,N,2.743,e-rre-ti-ra,4
erretiratu,V,13.442,e-rre-ti-ra-tu,5
erretiro,N,0.549,e-rre-ti-ro,4
erretolika,N,5.486,e-rre-to-li-ka,5
erretore,N,11.247,e-rre-to-re,4
erretorika,N,2.469,e-rre-to-ri-ka,5
akzidente,N,2.195,ak-zi-den-te,4
erretoriko,G,1.097,e-rre-to-ri-ko,5
erretratatu,V,1.097,e-rre-tra-ta-tu,5
erretratu,N,9.052,e-rre-tra-tu,4
erretxin,G,0.549,e-rre-txin,3
erretxina,N,1.646,e-rre-txi-na,4
erretxindu,V,0.823,e-rre-txin-du,4
erretzaile,N,3.017,e-rre-tzai-le,4
erreuma,N,1.097,e-rreu-ma,3
errezatu,V,5.761,e-rre-za-tu,4
akzio,N,13.167,ak-zi-o,3
errezel,N,1.92,e-rre-zel,3
errezelo,N,1.646,e-rre-ze-lo,4
errezeta,N,7.407,e-rre-ze-ta,4
errezibitu,V,3.84,e-rre-zi-bi-tu,5
errezildar,N,0.549,e-rre-zil-dar,4
errezital,N,1.097,e-rre-zi-tal,4
errezitatu,V,2.469,e-rre-zi-ta-tu,5
errezo,N,3.292,e-rre-zo,3
erribera,N,1.372,e-rri-be-ra,4
akziodun,G,1.097,ak-zi-o-dun,4
erribosa,G,0.823,e-rri-bo-sa,4
errient,N,0.549,e-rri-ent,3
errieta,N,8.504,e-rri-e-ta,4
errima,N,10.973,e-rri-ma,3
errime,G,1.097,e-rri-me,3
erritmiko,G,1.372,e-rrit-mi-ko,4
erritmikoki,A,1.097,e-rrit-mi-ko-ki,5
erritmo,N,26.883,e-rrit-mo,3
erritu,N,3.84,e-rri-tu,3
erritual,N,2.743,e-rri-tu-al,4
erritualizatu,G,0.549,e-rri-tu-a-li-za-tu,7
erritualizazio,N,0.549,e-rri-tu-a-li-za-zi-o,8
erro,N,17.556,e-rro,2
errodamendu,N,0.549,e-rro-da-men-du,5
errodun,G,0.549,e-rro-dun,3
erroke,N,0.823,e-rro-ke,3
errolda,N,13.167,e-rrol-da,3
erroldaritza,N,1.097,e-rrol-da-ri-tza,5
erroldatu,V,0.549,e-rrol-da-tu,4
erromaniko,G,5.761,e-rro-ma-ni-ko,5
akzionista,N,0.823,ak-zi-o-nis-ta,5
erromanista,N,1.097,e-rro-ma-nis-ta,5
erromanizatu,G,0.549,e-rro-ma-ni-za-tu,6
erromantiko,G,7.132,e-rro-man-ti-ko,5
erromantizismo,N,2.195,e-rro-man-ti-zis-mo,6
erromantza,G,0.823,e-rro-man-tza,4
erromantze,N,3.017,e-rro-man-tze,4
erromatar,G,34.015,e-rro-ma-tar,4
erromatartu,V,0.549,e-rro-ma-tar-tu,5
erromeria,N,7.955,e-rro-me-ri-a,5
erromero,N,0.823,e-rro-me-ro,4
erromes,G,10.15,e-rro-mes,3
erromesaldi,N,0.549,e-rro-me-sal-di,5
erronbo,N,0.823,e-rron-bo,3
erronda,N,2.743,e-rron-da,3
erronka,N,15.087,e-rron-ka,3
erronkariera,N,2.469,e-rron-ka-ri-e-ra,6
errore,N,8.778,e-rro-re,3
erroska,G,0.549,e-rros-ka,3
errota,N,20.574,e-rro-ta,3
ala,C,633.672,a-la,2
errotari,N,1.372,e-rro-ta-ri,4
errotarri,N,1.92,e-rro-ta-rri,4
errotazio,N,5.761,e-rro-ta-zi-o,5
errotikako,G,0.823,e-rro-ti-ka-ko,5
errotiko,G,0.823,e-rro-ti-ko,4
errotore,N,0.549,e-rro-to-re,4
errotu,V,4.938,e-rro-tu,3
errotuladore,N,0.823,e-rro-tu-la-do-re,6
errotulagailu,N,1.097,e-rro-tu-la-gai-lu,6
abeslari,N,13.716,a-bes-la-ri,4
alaba,N,110.824,a-la-ba,3
errotulazio,N,1.097,e-rro-tu-la-zi-o,6
errotulu,N,1.646,e-rro-tu-lu,4
errotze,N,0.823,e-rro-tze,3
erru,N,13.167,e-rru,2
errubi,N,1.646,e-rru-bi,3
erruda,N,0.549,e-rru-da,3
errudun,G,15.362,e-rru-dun,3
errugabe,N,6.584,e-rru-ga-be,4
alabaina,C,76.534,a-la-bai-na,4
errugbi,N,3.566,e-rrug-bi,3
errukarri,G,5.212,e-rru-ka-rri,4
erruki,N,23.866,e-rru-ki,3
errukigabe,G,0.823,e-rru-ki-ga-be,5
errukior,G,1.92,e-rru-ki-or,4
errukitsu,G,1.92,e-rru-ki-tsu,4
errukitu,V,3.566,e-rru-ki-tu,4
errule,G,0.549,e-rru-le,3
errun,V,1.92,e-rrun,2
alabantza,N,1.646,a-la-ban-tza,4
errusiar,G,7.681,e-rru-si-ar,4
errusiera,N,1.646,e-rru-si-e-ra,5
errusifikatu,G,0.549,e-rru-si-fi-ka-tu,6
erruso,N,3.292,e-rru-so,3
errutina,N,2.469,e-rru-ti-na,4
errutoki,G,0.549,e-rru-to-ki,4
ertain,G,4.389,er-tain,2
ertamerika,N,1.372,er-ta-me-ri-ka,5
alabastro,N,0.549,a-la-bas-tro,4
erti,N,8.23,er-ti,2
ertilari,N,2.469,er-ti-la-ri,4
ertz,N,26.06,ertz,1
ertzain,N,10.424,er-tzain,2
ertzaindegi,G,0.549,er-tzain-de-gi,4
ertzaintza,N,6.309,er-tzain-tza,3
eruditu,G,0.823,e-ru-di-tu,4
erudizio,N,0.549,e-ru-di-zi-o,5
erupzio,N,1.372,e-rup-zi-o,4
esaera,N,53.217,e-sa-e-ra,4
esajeratu,G,1.097,e-sa-je-ra-tu,5
esaka,A,6.858,e-sa-ka,3
esakune,N,5.761,e-sa-ku-ne,4
esakuntza,N,3.017,e-sa-kun-tza,4
esaldi,N,101.497,e-sal-di,3
esalditxo,N,0.823,e-sal-di-txo,4
esale,N,0.823,e-sa-le,3
esamesa,N,1.372,e-sa-me-sa,4
esamolde,N,10.15,e-sa-mol-de,4
esan,N,2962.623,e-san,2
alafede,O,2.743,a-la-fe-de,4
esanahi,N,60.075,e-sa-na-hi,4
esanahidun,G,0.549,e-sa-na-hi-dun,5
esaneko,N,5.212,e-sa-ne-ko,4
esangura,N,21.671,e-san-gu-ra,4
esanguratsu,G,4.663,e-san-gu-ra-tsu,5
esanguratsuki,A,1.097,e-san-gu-ra-tsu-ki,6
esankizun,N,0.823,e-san-ki-zun,4
alai,G,37.856,a-lai,2
esapide,N,2.469,e-sa-pi-de,4
esatari,N,0.549,e-sa-ta-ri,4
esate,N,179.952,e-sa-te,3
eseki,V,3.566,e-se-ki,3
esekidura,N,0.549,e-se-ki-du-ra,5
esentzia,N,6.584,e-sen-tzi-a,4
esentzial,G,1.097,e-sen-tzi-al,4
alaigarri,G,1.372,a-lai-ga-rri,4
esentzialismo,N,1.372,e-sen-tzi-a-lis-mo,6
esentzialista,N,1.372,e-sen-tzi-a-lis-ta,6
esentzialki,A,1.646,e-sen-tzi-al-ki,5
eseri,V,83.667,e-se-ri,3
eserialdi,N,0.549,e-se-ri-al-di,5
eserleku,N,12.893,e-ser-le-ku,4
esfenoide,N,0.823,es-fe-noi-de,4
esfera,N,23.866,es-fe-ra,3
esferiko,G,0.549,es-fe-ri-ko,4
alaiki,A,4.938,a-lai-ki,3
esfinter,N,0.823,es-fin-ter,3
esgrima,N,0.549,es-gri-ma,3
eskabetxe,N,1.646,es-ka-be-txe,4
eskabide,N,11.796,es-ka-bi-de,4
eskaera,N,37.856,es-ka-e-ra,4
eskagarri,G,0.549,es-ka-ga-rri,4
eskailera,N,19.202,es-kai-le-ra,4
eskaini,N,194.491,es-kai-ni,3
eskainka,A,1.372,es-kain-ka,3
eskaintza,N,66.659,es-kain-tza,3
alaikiro,A,0.549,a-lai-ki-ro,4
eskaintzaile,N,0.549,es-kain-tzai-le,4
eskaiola,N,1.646,es-ka-io-la,4
eskakizun,N,16.459,es-ka-ki-zun,4
eskala,N,35.113,es-ka-la,3
eskalada,N,3.017,es-ka-la-da,4
eskalar,G,3.017,es-ka-lar,3
eskalatu,V,1.097,es-ka-la-tu,4
eskalatzaile,N,1.372,es-ka-la-tzai-le,5
eskale,N,8.23,es-ka-le,3
abestalde,N,0.549,a-bes-tal-de,4
alaitasun,N,6.858,a-lai-ta-sun,4
eskandalagarri,G,1.372,es-kan-da-la-ga-rri,6
eskandaloso,G,0.549,es-kan-da-lo-so,5
eskandalu,N,4.663,es-kan-da-lu,4
eskandinaviar,G,0.549,es-kan-di-na-vi-ar,6
eskapada,N,0.549,es-ka-pa-da,4
eskaparate,G,3.566,es-ka-pa-ra-te,5
eskapulario,N,1.097,es-ka-pu-la-ri-o,6
eskari,N,25.237,es-ka-ri,3
eskarlata,N,0.549,es-kar-la-ta,4
eskarmentu,N,4.938,es-kar-men-tu,4
alaitsu,G,3.84,a-lai-tsu,3
eskarola,N,0.549,es-ka-ro-la,4
eskas,N,18.654,es-kas,2
eskasia,N,14.264,es-ka-si-a,4
eskastasun,N,0.549,es-kas-ta-sun,4
eskastu,V,0.549,es-kas-tu,3
eskatologiko,G,0.823,es-ka-to-lo-gi-ko,6
eskatu,V,269.379,es-ka-tu,3
eskatzaile,N,0.549,es-ka-tzai-le,4
eske,N,51.572,es-ke,2
alaitu,V,6.309,a-lai-tu,3
eskegi,V,4.115,es-ke-gi,3
eskeko,N,1.097,es-ke-ko,3
eskeleto,N,3.84,es-ke-le-to,4
eskema,N,63.916,es-ke-ma,3
eskematiko,G,1.097,es-ke-ma-ti-ko,5
eskematikoki,A,0.823,es-ke-ma-ti-ko-ki,6
esker,N,252.646,es-ker,2
eskerga,G,9.327,es-ker-ga,3
eskergarri,N,0.549,es-ker-ga-rri,4
alajaina,O,13.442,a-la-jai-na,4
eskertu,V,17.282,es-ker-tu,3
eski,N,3.017,es-ki,2
eskier,G,0.823,es-ki-er,3
eskifaia,N,0.549,es-ki-fa-ia,4
eskimal,N,2.743,es-ki-mal,3
eskizofrenia,N,1.097,es-ki-zo-fre-ni-a,6
esklabista,G,1.097,es-kla-bis-ta,4
esklabo,N,19.202,es-kla-bo,3
alajainetan,O,3.292,a-la-jai-ne-tan,5
esklerosi,N,0.549,es-kle-ro-si,4
esklerotika,N,1.097,es-kle-ro-ti-ka,5
esklerotinia,G,0.549,es-kle-ro-ti-ni-a,6
esklusiba,N,1.097,es-klu-si-ba,4
esklusibo,G,1.097,es-klu-si-bo,4
esklusiboki,A,1.097,es-klu-si-bo-ki,5
esklusio,N,1.646,es-klu-si-o,4
eskoba,N,1.646,es-ko-ba,3
eskobatu,V,0.549,es-ko-ba-tu,4
eskola,N,260.052,es-ko-la,3
alajainkoa,O,3.84,a-la-jain-ko-a,5
eskolapostu,G,2.195,es-ko-la-pos-tu,5
eskolaume,N,0.823,es-ko-lau-me,4
eskolaketa,N,1.097,es-ko-la-ke-ta,5
eskolakuntza,G,0.549,es-ko-la-kun-tza,5
eskolania,N,0.823,es-ko-la-ni-a,5
eskolaratu,G,0.549,es-ko-la-ra-tu,5
eskolarteko,G,5.761,es-ko-lar-te-ko,5
eskolastika,N,1.097,es-ko-las-ti-ka,5
eskolatu,V,4.938,es-ko-la-tu,4
alamartso,N,0.549,a-la-mar-tso,4
eskolaurre,N,4.389,es-ko-lau-rre,4
eskolta,N,0.549,es-kol-ta,3
eskonbropean,G,0.549,es-kon-bro-pe-an,5
eskopeta,N,10.698,es-ko-pe-ta,4
eskorta,N,1.097,es-kor-ta,3
eskote,N,0.823,es-ko-te,3
eskoziar,G,1.646,es-ko-zi-ar,4
eskrezio,N,1.372,es-kre-zi-o,4
eskribau,N,2.743,es-kri-bau,3
eskribautegi,N,0.549,es-kri-bau-te-gi,5
alamen,N,3.84,a-la-men,3
eskribitu,V,0.549,es-kri-bi-tu,4
eskritore,N,1.646,es-kri-to-re,4
eskritura,N,11.247,es-kri-tu-ra,4
esku,N,299.554,es-ku,2
eskukarro,G,0.549,es-ku-ka-rro,4
eskunaba,N,0.549,es-ku-na-ba,4
eskuoihal,N,0.549,es-ku-oi-hal,4
eskupilota,N,0.549,es-ku-pi-lo-ta,5
eskuaira,N,0.549,es-ku-ai-ra,4
eskualdaketa,N,4.663,es-ku-al-da-ke-ta,6
alanbre,N,5.761,a-lan-bre,3
eskualdatu,V,1.372,es-ku-al-da-tu,5
eskualde,N,90.25,es-ku-al-de,4
eskualdeka,A,2.743,es-ku-al-de-ka,5
eskuar,G,0.549,es-ku-ar,3
eskuarki,A,14.539,es-ku-ar-ki,4
eskuarte,N,1.646,es-ku-ar-te,4
eskuarteko,N,2.195,es-ku-ar-te-ko,5
eskubaloi,N,0.823,es-ku-ba-loi,4
eskubide,N,107.807,es-ku-bi-de,4
alanina,G,0.823,a-la-ni-na,4
eskubidedun,G,1.097,es-ku-bi-de-dun,5
eskudiru,N,0.549,es-ku-di-ru,4
eskudun,N,1.92,es-ku-dun,3
eskuduntza,N,5.761,es-ku-dun-tza,4
eskuera,N,0.823,es-ku-e-ra,4
eskuetaratu,V,0.823,es-ku-e-ta-ra-tu,6
eskuila,N,1.372,es-ku-i-la,4
eskuin,G,33.192,es-ku-in,3
abestaldi,N,0.549,a-bes-tal-di,4
alarau,N,1.097,a-la-rau,3
eskuindar,N,2.195,es-ku-in-dar,4
eskuizkribu,N,3.84,es-ku-iz-kri-bu,5
eskukada,N,1.372,es-ku-ka-da,4
eskuko,G,9.327,es-ku-ko,3
eskulan,N,5.486,es-ku-lan,3
eskulangile,N,1.646,es-ku-lan-gi-le,5
eskulangintza,N,1.646,es-ku-lan-gin-tza,5
eskularru,N,3.017,es-ku-la-rru,4
eskuleku,N,0.823,es-ku-le-ku,4
eskuliburu,N,5.486,es-ku-li-bu-ru,5
alarde,N,1.372,a-lar-de,3
eskultore,N,6.309,es-kul-to-re,4
eskultura,N,18.654,es-kul-tu-ra,4
eskuma,G,2.195,es-ku-ma,3
eskumatar,G,0.549,es-ku-ma-tar,4
eskumende,N,0.549,es-ku-men-de,4
eskumendun,G,0.549,es-ku-men-dun,4
eskumutur,N,0.549,es-ku-mu-tur,4
eskumuturreko,N,1.372,es-ku-mu-tu-rre-ko,6
alargun,N,9.052,a-lar-gun,3
eskuordetu,V,0.549,es-ku-or-de-tu,5
eskupeko,N,4.115,es-ku-pe-ko,4
eskuragaitz,G,0.549,es-ku-ra-gaitz,4
eskuragarri,G,7.681,es-ku-ra-ga-rri,5
eskuraketa,N,1.372,es-ku-ra-ke-ta,5
eskurakoi,G,1.097,es-ku-ra-koi,4
eskuratu,V,65.836,es-ku-ra-tu,4
alargundu,V,1.097,a-lar-gun-du,4
eskusoinu,N,0.823,es-ku-soi-nu,4
eskutada,N,1.646,es-ku-ta-da,4
eskutitz,N,26.06,es-ku-titz,3
eskuturreko,N,1.097,es-ku-tu-rre-ko,5
eskuzabal,G,4.115,es-ku-za-bal,4
eskuzabaltasun,N,1.372,es-ku-za-bal-ta-sun,6
eskuzapi,N,0.549,es-ku-za-pi,4
eskuzko,G,6.035,es-kuz-ko,3
eskuztatu,V,0.823,es-kuz-ta-tu,4
alarguntsa,N,2.743,a-lar-gun-tsa,4
eslaviar,G,1.92,es-la-vi-ar,4
eslaviera,N,0.549,es-la-vi-e-ra,5
esleipen,N,11.796,es-lei-pen,3
esleipendun,G,1.92,es-lei-pen-dun,4
esleitu,V,13.167,es-lei-tu,3
eslogan,N,0.549,es-lo-gan,3
eslovakiar,G,0.549,es-lo-va-ki-ar,5
eslovakiera,N,0.549,es-lo-va-ki-e-ra,6
esmaltatu,V,0.823,es-mal-ta-tu,4
esmalte,N,0.823,es-mal-te,3
alarma,N,5.486,a-lar-ma,3
esmeralda,N,2.469,es-me-ral-da,4
esna,A,11.521,es-na,2
esnatu,V,40.873,es-na-tu,3
esne,N,47.731,es-ne,2
esnegain,N,0.549,es-ne-gain,3
esnedun,G,2.195,es-ne-dun,3
esneki,N,1.646,es-ne-ki,3
esnero,G,0.823,es-ne-ro,3
albait,A,2.469,al-bait,2
esnetu,N,0.823,es-ne-tu,3
espa,N,0.823,es-pa,2
espainiar,G,31.272,es-pai-ni-ar,4
espainiera,N,3.84,es-pai-ni-e-ra,5
espainol,G,17.556,es-pai-nol,3
espainolismo,N,1.097,es-pai-no-lis-mo,5
espainolista,G,1.92,es-pai-no-lis-ta,5
espainolzale,N,0.549,es-pai-nol-za-le,5
espalda,N,0.549,es-pal-da,3
albaitari,N,0.823,al-bai-ta-ri,4
espaloi,N,5.212,es-pa-loi,3
espantsio,G,1.92,es-pan-tsi-o,4
espantu,N,1.646,es-pan-tu,3
espantuka,A,0.823,es-pan-tu-ka,4
esparatrapu,N,0.549,es-pa-ra-tra-pu,5
esparrago,N,1.372,es-pa-rra-go,4
esparru,N,45.811,es-pa-rru,3
espasmo,N,0.823,es-pas-mo,3
espatsu,G,0.549,es-pa-tsu,3
espatula,N,1.097,es-pa-tu-la,4
albaitero,N,0.549,al-bai-te-ro,4
espazial,G,3.292,es-pa-zi-al,4
espazio,N,52.395,es-pa-zi-o,4
espazioratu,G,0.549,es-pa-zi-o-ra-tu,6
espediente,N,21.945,es-pe-di-en-te,5
espedizio,N,9.052,es-pe-di-zi-o,5
espedizionario,N,0.549,es-pe-di-zi-o-na-ri-o,8
espejismo,G,0.549,es-pe-jis-mo,4
espeka,N,0.823,es-pe-ka,3
espektro,N,4.389,es-pek-tro,3
espekulatibo,G,1.097,es-pe-ku-la-ti-bo,6
albaniar,G,0.549,al-ba-ni-ar,4
espekulazio,N,2.195,es-pe-ku-la-zi-o,6
espeleologo,N,0.549,es-pe-le-o-lo-go,6
esperanto,N,0.549,es-pe-ran-to,4
esperantza,N,31.821,es-pe-ran-tza,4
esperientzia,N,134.141,es-pe-ri-en-tzi-a,6
esperimental,G,4.115,es-pe-ri-men-tal,5
esperimentalki,A,6.584,es-pe-ri-men-tal-ki,6
abesti,N,28.529,a-bes-ti,3
albaniera,N,1.097,al-ba-ni-e-ra,5
esperimentatu,V,4.115,es-pe-ri-men-ta-tu,6
esperimentazio,N,3.84,es-pe-ri-men-ta-zi-o,7
esperimentu,N,12.893,es-pe-ri-men-tu,5
esperma,N,2.469,es-per-ma,3
espermatozoide,N,1.097,es-per-ma-to-zoi-de,6
espero,N,119.602,es-pe-ro,3
espetxe,N,11.796,es-pe-txe,3
espetxeratu,V,1.92,es-pe-txe-ra-tu,5
albeolo,N,1.097,al-be-o-lo,4
espezia,N,0.549,es-pe-zi-a,4
espezial,G,0.549,es-pe-zi-al,4
espezialista,N,8.504,es-pe-zi-a-lis-ta,6
espezialitate,N,8.778,es-pe-zi-a-li-ta-te,7
espezializatu,V,3.84,es-pe-zi-a-li-za-tu,7
espezializazio,N,5.212,es-pe-zi-a-li-za-zi-o,8
espezie,N,91.622,es-pe-zi-e,4
espezifikatu,V,0.823,es-pe-zi-fi-ka-tu,6
espezifikazio,N,0.823,es-pe-zi-fi-ka-zi-o,7
espezifiko,G,6.035,es-pe-zi-fi-ko,5
albistari,N,0.823,al-bis-ta-ri,4
espezifikoki,A,2.195,es-pe-zi-fi-ko-ki,6
espezifikotasun,N,0.823,es-pe-zi-fi-ko-ta-sun,7
espia,N,0.549,es-pi-a,3
espinaka,N,0.823,es-pi-na-ka,4
espioi,N,1.92,es-pi-oi,3
espioitza,N,1.372,es-pi-oi-tza,4
espira,N,1.92,es-pi-ra,3
espiral,N,3.292,es-pi-ral,3
espiritu,N,46.085,es-pi-ri-tu,4
espiritual,G,1.372,es-pi-ri-tu-al,5
albistaritza,N,0.549,al-bis-ta-ri-tza,5
espirituzko,G,2.743,es-pi-ri-tuz-ko,5
esplikagaitz,G,0.549,es-pli-ka-gaitz,4
esplikatu,V,23.317,es-pli-ka-tu,4
esplikazio,N,8.504,es-pli-ka-zi-o,5
esplizitatu,G,0.549,es-pli-zi-ta-tu,5
esplizitu,G,0.823,es-pli-zi-tu,4
esplizituki,A,2.195,es-pli-zi-tu-ki,5
esploradore,N,0.549,es-plo-ra-do-re,5
esploratu,V,1.646,es-plo-ra-tu,4
albiste,N,30.175,al-bis-te,3
esploratzaile,N,2.469,es-plo-ra-tzai-le,5
esplotatu,V,1.92,es-plo-ta-tu,4
esplotazio,N,5.212,es-plo-ta-zi-o,5
espondaiko,G,1.372,es-pon-dai-ko,4
espondeo,N,0.823,es-pon-de-o,4
esponentzial,G,0.549,es-po-nen-tzi-al,5
esponentzialki,A,0.549,es-po-nen-tzi-al-ki,6
esponja,N,1.097,es-pon-ja,3
espontaneista,G,0.549,es-pon-ta-neis-ta,5
espontaneo,N,1.097,es-pon-ta-ne-o,5
albistegi,N,1.097,al-bis-te-gi,4
espontaneoki,A,2.195,es-pon-ta-ne-o-ki,6
espora,N,12.07,es-po-ra,3
esporangio,N,0.823,es-po-ran-gi-o,5
esportatu,V,2.743,es-por-ta-tu,4
esportazio,N,1.92,es-por-ta-zi-o,5
espos,N,1.372,es-pos,2
esposatu,V,1.372,es-po-sa-tu,4
esposizio,N,0.549,es-po-si-zi-o,5
espres,G,1.097,es-pres,2
albisteria,G,0.549,al-bis-te-ri-a,5
espresabide,N,3.566,es-pre-sa-bi-de,5
espresaera,N,2.469,es-pre-sa-e-ra,5
espresatu,V,0.549,es-pre-sa-tu,4
espresibitate,N,0.549,es-pre-si-bi-ta-te,6
espresio,N,19.751,es-pre-si-o,4
espresiobide,N,0.823,es-pre-si-o-bi-de,6
espresionismo,N,1.097,es-pre-si-o-nis-mo,6
espresionista,G,0.823,es-pre-si-o-nis-ta,6
espresuki,A,3.84,es-pre-su-ki,4
esprint,N,1.92,es-print,2
albo,N,19.476,al-bo,2
estable,G,0.549,es-ta-ble,3
establezimendu,N,13.442,es-ta-ble-zi-men-du,6
estabulazio,G,1.097,es-ta-bu-la-zi-o,6
estadio,N,4.389,es-ta-di-o,4
estakuru,N,2.195,es-ta-ku-ru,4
estaldura,N,4.938,es-tal-du-ra,4
estali,N,41.148,es-ta-li,3
estalketa,N,0.823,es-tal-ke-ta,4
estalki,N,13.167,es-tal-ki,3
alboka,N,3.292,al-bo-ka,3
estalpe,N,5.486,es-tal-pe,3
estamentu,N,3.017,es-ta-men-tu,4
estamine,N,0.549,es-ta-mi-ne,4
estanbre,G,0.823,es-tan-bre,3
estandar,G,3.017,es-tan-dar,3
estandarte,N,0.823,es-tan-dar-te,4
estankamendu,G,0.549,es-tan-ka-men-du,5
estanpa,N,1.92,es-tan-pa,3
estanpatu,V,0.823,es-tan-pa-tu,4
albokari,N,1.92,al-bo-ka-ri,4
estasi,N,1.097,es-ta-si,3
estatal,G,3.566,es-ta-tal,3
estatalista,N,0.549,es-ta-ta-lis-ta,5
estatika,N,2.195,es-ta-ti-ka,4
estatiko,G,2.469,es-ta-ti-ko,4
estatistika,N,28.529,es-ta-tis-ti-ka,5
estatistiko,G,9.052,es-ta-tis-ti-ko,5
estatistikoki,A,2.743,es-ta-tis-ti-ko-ki,6
alboratu,V,6.035,al-bo-ra-tu,4
estatu,N,257.584,es-ta-tu,3
estatua,N,43.616,es-ta-tu-a,4
estatubatuar,G,1.372,es-ta-tu-ba-tu-ar,6
estatuburu,N,0.823,es-ta-tu-bu-ru,5
estatutu,N,10.698,es-ta-tu-tu,4
estazio,N,2.469,es-ta-zi-o,4
esteka,N,0.823,es-te-ka,3
estekatu,V,1.097,es-te-ka-tu,4
estekiometria,N,0.823,es-te-ki-o-me-tri-a,7
album,N,2.469,al-bum,2
estela,N,1.646,es-te-la,3
estepa,N,3.292,es-te-pa,3
ester,N,0.549,es-ter,2
estereotipatu,V,1.097,es-te-re-o-ti-pa-tu,7
estereotipia,N,0.549,es-te-re-o-ti-pi-a,7
estereotipo,N,1.646,es-te-re-o-ti-po,6
esterilizatu,V,1.92,es-te-ri-li-za-tu,6
esterminio,N,0.549,es-ter-mi-ni-o,5
esternal,G,0.549,es-ter-nal,3
estetika,N,11.796,es-te-ti-ka,4
albumina,N,0.549,al-bu-mi-na,4
etsi,V,31.272,e-tsi,2
estetikoki,A,0.823,es-te-ti-ko-ki,5
estetizazio,N,0.549,es-te-ti-za-zi-o,6
esti,O,1.097,es-ti,2
estigma,N,1.372,es-tig-ma,3
estilete,G,0.549,es-ti-le-te,4
estilistika,N,1.646,es-ti-lis-ti-ka,5
estilistiko,G,0.823,es-ti-lis-ti-ko,5
estilizazio,N,1.097,es-ti-li-za-zi-o,6
estilo,N,52.943,es-ti-lo,3
aldaba,N,1.097,al-da-ba,3
estima,N,2.469,es-ti-ma,3
estimagarri,G,0.823,es-ti-ma-ga-rri,5
estimatu,V,5.486,es-ti-ma-tu,4
estimazio,N,4.938,es-ti-ma-zi-o,5
