lemma,ehme_n,ehme_freq,ehme_log,pos,nwords,lemmalength
modiloi,10,0.44,0.16,ize,5,7
modismo,2,0.09,0.04,ize,2,7
modista,3,0.13,0.05,adj,3,7
modu,18124,797.73,2.9,ize,43,4
moduko,4268,187.86,2.28,ize,26,6
modular,3,0.13,0.05,adj,1,7
modulatu,35,1.54,0.4,adi,11,8
modulatzaile,1,0.04,0.02,adj,1,12
modulazio,32,1.41,0.38,ize,8,9
modulo,28,1.23,0.35,ize,10,6
modulokide,2,0.09,0.04,ize,2,10
modulu,304,13.38,1.16,ize,25,6
modurri,2,0.09,0.04,ize,2,7
modutan,305,13.42,1.16,ize,1,7
modutsu,12,0.53,0.18,adj,7,7
modutu,5,0.22,0.09,adi,4,6
moduz,991,43.62,1.65,ize,1,5
moduzko,110,4.84,0.77,adj,6,7
moduzkotasun,5,0.22,0.09,ize,4,12
moeta,5,0.22,0.09,ize,2,5
mofatu,1,0.04,0.02,adi,1,6
mofeta,13,0.57,0.2,ize,4,6
mogimendu,20,0.88,0.27,ize,6,9
mogitu,4,0.18,0.07,adi,3,6
mogol,39,1.72,0.43,ize,8,5
mohawk,2,0.09,0.04,ize,2,6
mohikano,9,0.4,0.15,ize,5,8
moila,183,8.05,0.96,ize,20,5
moilarri,4,0.18,0.07,ize,3,8
moilatu,3,0.13,0.05,adi,2,7
moisestar,8,0.35,0.13,adj,2,9
moja,392,17.25,1.26,ize,20,4
mojaburu,6,0.26,0.1,ize,3,8
mojagai,2,0.09,0.04,ize,2,7
mojakume,4,0.18,0.07,ize,2,8
moje,3,0.13,0.05,ize,3,4
mojito,7,0.31,0.12,ize,3,6
moka,4,0.18,0.07,ize,2,4
mokadu,155,6.82,0.89,ize,18,6
mokanes,53,2.33,0.52,ize,9,7
mokasin,15,0.66,0.22,ize,4,7
mokau,6,0.26,0.1,ize,4,5
moketa,53,2.33,0.52,ize,10,6
moko,357,15.71,1.22,ize,23,4
mokodun,4,0.18,0.07,adj,1,7
mokofin,12,0.53,0.18,adj,10,7
mokoka,111,4.89,0.77,adb,1,6
mokokada,12,0.53,0.18,ize,3,8
mokokaldi,14,0.62,0.21,ize,4,9
mokokari,1,0.04,0.02,adj,1,8
mokokatu,19,0.84,0.26,adi,7,8
mokolo,6,0.26,0.1,ize,2,6
mokolodi,1,0.04,0.02,ize,1,8
mokoluze,2,0.09,0.04,adj,2,8
mokomotz,3,0.13,0.05,ize,2,8
mokor,86,3.79,0.68,adj,12,5
mokordo,25,1.1,0.32,ize,9,7
mokortu,6,0.26,0.1,adi,5,7
mokotarro,1,0.04,0.02,ize,1,9
mokote,1,0.04,0.02,adj,1,6
mokozabal,1,0.04,0.02,ize,1,9
molas,8,0.35,0.13,ize,2,5
moldaera,23,1.01,0.3,ize,6,8
moldaerraz,10,0.44,0.16,adj,4,10
moldagabe,1,0.04,0.02,adj,1,9
moldagaitz,10,0.44,0.16,adj,5,10
moldagarri,22,0.97,0.29,adj,7,10
moldagarritasun,3,0.13,0.05,ize,2,15
moldakaitz,50,2.2,0.51,adj,12,10
moldakaizkeria,7,0.31,0.12,ize,4,14
moldakaizki,2,0.09,0.04,adb,1,11
moldakaizkiro,5,0.22,0.09,adb,1,13
moldakaiztasun,3,0.13,0.05,ize,2,14
moldaketa,289,12.72,1.14,ize,14,9
moldakor,17,0.75,0.24,adj,5,8
moldakortasun,3,0.13,0.05,ize,2,13
moldakuntza,6,0.26,0.1,ize,2,11
moldapen,5,0.22,0.09,ize,3,8
moldatu,3188,140.32,2.15,adi,48,7
moldatzaile,65,2.86,0.59,ize,9,11
moldatzale,4,0.18,0.07,ize,3,10
moldaviar,5,0.22,0.09,adj,4,9
moldazale,2,0.09,0.04,adj,2,9
molde,2141,94.24,1.98,ize,43,5
moldeaketa,1,0.04,0.02,ize,1,10
moldeatu,17,0.75,0.24,adi,5,8
moldegabe,9,0.4,0.15,adj,5,9
moldegaitz,8,0.35,0.13,adj,4,10
moldekatu,2,0.09,0.04,adi,2,9
moldetu,4,0.18,0.07,adi,3,7
moldez,428,18.84,1.3,ize,1,6
moldiztegi,46,2.02,0.48,ize,13,10
moldura,16,0.7,0.23,ize,8,7
molekula,185,8.14,0.96,ize,17,8
molekular,74,3.26,0.63,adj,11,9
molestatu,89,3.92,0.69,adi,11,9
molestia,10,0.44,0.16,ize,3,8
moleta,52,2.29,0.52,ize,5,6
molko,7,0.31,0.12,ize,4,5
molla,5,0.22,0.09,ize,3,5
mollah,2,0.09,0.04,ize,2,6
molle,5,0.22,0.09,ize,2,5
molokot,1,0.04,0.02,bes,1,7
molotof,3,0.13,0.05,ize,1,7
molotoff,2,0.09,0.04,ize,1,8
molotov,76,3.35,0.64,ize,2,7
moltsa,50,2.2,0.51,ize,9,6
moltsero,8,0.35,0.13,adj,3,8
moltso,14,0.62,0.21,ize,6,6
moltsot,1,0.04,0.02,ize,1,7
molusku,10,0.44,0.16,adj,5,7
momento,21,0.92,0.28,ize,3,7
momentu,1702,74.91,1.88,ize,30,7
momentuoro,5,0.22,0.09,adb,1,10
momenturo,4,0.18,0.07,adb,1,9
momia,46,2.02,0.48,ize,7,5
momifikatu,8,0.35,0.13,adi,4,10
momorro,2,0.09,0.04,ize,2,7
monada,12,0.53,0.18,ize,2,6
monadologia,7,0.31,0.12,ize,3,11
monako,118,5.19,0.79,ize,4,6
monakotza,2,0.09,0.04,ize,2,9
monarka,36,1.58,0.41,ize,9,7
monarkia,230,10.12,1.05,ize,16,8
monarkiazale,4,0.18,0.07,adj,2,12
monarkiko,44,1.94,0.47,adj,9,9
monastegi,27,1.19,0.34,ize,9,9
monasterio,307,13.51,1.16,ize,27,10
monastiko,29,1.28,0.36,adj,12,9
mondejo,2,0.09,0.04,ize,2,7
mondongo,4,0.18,0.07,adj,2,8
moneda,32,1.41,0.38,ize,8,6
moneta,69,3.04,0.61,ize,9,6
monetario,6,0.26,0.1,adj,4,9
monetarismo,3,0.13,0.05,ize,3,11
monetarista,8,0.35,0.13,adj,5,11
mongol,23,1.01,0.3,adj,9,6
mongoliar,23,1.01,0.3,adj,12,9
mongoliera,1,0.04,0.02,ize,1,10
mongoloide,1,0.04,0.02,adj,1,10
monismo,8,0.35,0.13,ize,3,7
monista,2,0.09,0.04,adj,1,7
monitore,37,1.63,0.42,ize,12,8
monitorizazio,1,0.04,0.02,ize,1,13
monja,8,0.35,0.13,ize,3,5
monje,126,5.55,0.82,ize,14,5
mono,19,0.84,0.26,ize,4,4
monobokaliko,6,0.26,0.1,adj,2,12
monobokalismo,5,0.22,0.09,ize,3,13
monodia,4,0.18,0.07,ize,2,7
monofisismo,3,0.13,0.05,ize,3,11
monofisita,6,0.26,0.1,adj,3,10
monogamia,6,0.26,0.1,ize,4,9
monogamiko,21,0.92,0.28,adj,4,10
monogamo,8,0.35,0.13,adj,3,8
monogeniko,1,0.04,0.02,adj,1,10
monografia,19,0.84,0.26,ize,6,10
monografiko,65,2.86,0.59,adj,11,11
monograma,5,0.22,0.09,ize,3,9
monoklonal,1,0.04,0.02,adj,1,10
monokorde,7,0.31,0.12,adj,4,9
monokromatiko,1,0.04,0.02,adj,1,13
monokromo,7,0.31,0.12,adj,4,9
monokulo,8,0.35,0.13,ize,3,8
monokultibo,1,0.04,0.02,ize,1,11
monokulu,2,0.09,0.04,ize,2,8
monolitiko,21,0.92,0.28,adj,5,10
monolitismo,1,0.04,0.02,ize,1,11
monolito,28,1.23,0.35,ize,8,8
monologo,25,1.1,0.32,ize,8,8
monomania,5,0.22,0.09,ize,2,9
monomero,2,0.09,0.04,adj,1,8
monomio,3,0.13,0.05,ize,2,7
mononuklear,2,0.09,0.04,adj,2,11
mononukleosi,11,0.48,0.17,ize,4,12
monopatin,1,0.04,0.02,ize,1,9
monopol,5,0.22,0.09,ize,2,7
monopoli,6,0.26,0.1,ize,4,8
monopolio,160,7.04,0.91,ize,18,9
monopolista,2,0.09,0.04,ize,2,11
monopolistiko,3,0.13,0.05,adj,2,13
monopolizatu,20,0.88,0.27,adi,7,12
monopolizazio,1,0.04,0.02,ize,1,13
monoptero,2,0.09,0.04,adj,2,9
monoptongazio,3,0.13,0.05,ize,3,13
monosilabiko,9,0.4,0.15,adj,3,12
monosilabo,9,0.4,0.15,adj,6,10
monoteismo,46,2.02,0.48,ize,7,10
monoteista,13,0.57,0.2,adj,5,10
monotelita,1,0.04,0.02,adj,1,10
monotonia,66,2.91,0.59,ize,9,9
monotono,99,4.36,0.73,adj,18,8
monoxido,37,1.63,0.42,ize,7,8
monozigotiko,3,0.13,0.05,adj,3,12
monoziklo,4,0.18,0.07,ize,3,9
monsinore,13,0.57,0.2,ize,4,9
monsiñore,7,0.31,0.12,ize,2,9
monstruo,6,0.26,0.1,ize,2,8
montaje,11,0.48,0.17,ize,5,7
montaketa,2,0.09,0.04,ize,2,9
montatu,27,1.19,0.34,adi,8,7
montañes,10,0.44,0.16,ize,2,8
montenegroar,4,0.18,0.07,adj,2,12
montenegrotar,2,0.09,0.04,adj,2,13
montio,4,0.18,0.07,ize,3,6
montoriar,3,0.13,0.05,adj,2,9
montra,2,0.09,0.04,ize,2,6
montzoi,34,1.5,0.4,ize,7,7
monumental,32,1.41,0.38,adj,11,10
monumentaltasun,1,0.04,0.02,ize,1,15
monumento,5,0.22,0.09,ize,3,9
monumentoso,3,0.13,0.05,adj,3,11
monumentu,327,14.39,1.19,ize,29,9
monzoi,10,0.44,0.16,ize,5,6
moral,1683,74.08,1.88,adj,39,5
moraleja,10,0.44,0.16,ize,3,8
moralgabe,10,0.44,0.16,adj,2,9
moralgabetasun,4,0.18,0.07,ize,2,14
moralina,4,0.18,0.07,ize,2,8
moralismo,10,0.44,0.16,ize,4,9
moralista,51,2.24,0.51,ize,6,9
moralitate,20,0.88,0.27,ize,6,10
moralizatu,2,0.09,0.04,adi,2,10
moralizatzaile,6,0.26,0.1,ize,3,14
moralizazio,3,0.13,0.05,ize,2,11
moralkeria,13,0.57,0.2,ize,4,10
moraltasun,63,2.77,0.58,ize,10,10
morapilo,2,0.09,0.04,ize,2,8
moratoria,9,0.4,0.15,ize,2,9
moraviar,1,0.04,0.02,adj,1,8
morbido,14,0.62,0.21,adj,4,7
morbilitate,1,0.04,0.02,ize,1,11
morbo,102,4.49,0.74,ize,11,5
morbositate,2,0.09,0.04,ize,2,11
morboso,48,2.11,0.49,adj,14,7
morddo,6,0.26,0.1,ize,2,6
morde,7,0.31,0.12,ize,1,5
mordo,1087,47.84,1.69,ize,32,5
mordoilo,48,2.11,0.49,adj,9,8
mordoilotu,7,0.31,0.12,adi,5,10
mordoilozale,1,0.04,0.02,adj,1,12
mordoka,16,0.7,0.23,adb,1,7
mordokatu,2,0.09,0.04,adi,2,9
mordotxo,8,0.35,0.13,ize,2,8
mordoxka,205,9.02,1,ize,5,8
more,324,14.26,1.18,adj,28,4
moreno,168,7.39,0.92,adj,3,6
moretu,13,0.57,0.2,adi,7,6
morfema,83,3.65,0.67,ize,12,7
morfemiko,9,0.4,0.15,adj,5,9
morfina,64,2.82,0.58,ize,8,7
morfinazale,1,0.04,0.02,ize,1,11
morfofonemika,2,0.09,0.04,ize,2,13
morfofonemiko,23,1.01,0.3,adj,9,13
morfofonologiko,2,0.09,0.04,adj,2,15
morfogenesi,2,0.09,0.04,ize,2,11
morfologia,69,3.04,0.61,ize,14,10
morfologiko,47,2.07,0.49,adj,12,11
morfonologia,3,0.13,0.05,ize,2,12
morfonologiko,4,0.18,0.07,adj,2,13
morfoprosodia,5,0.22,0.09,ize,2,13
morfosemantika,2,0.09,0.04,ize,2,14
morfosemantiko,2,0.09,0.04,adj,2,14
morfosintaktiko,3,0.13,0.05,adj,2,15
morfosintaxi,4,0.18,0.07,ize,3,12
morfotaktikoa,4,0.18,0.07,adj,3,13
morisko,8,0.35,0.13,adj,3,7
morko,4,0.18,0.07,ize,2,5
morkots,9,0.4,0.15,ize,4,7
mormoi,5,0.22,0.09,adj,4,6
mormor,3,0.13,0.05,ize,3,6
morna,9,0.4,0.15,ize,2,5
mornatar,33,1.45,0.39,adj,8,8
moro,139,6.12,0.85,ize,10,4
morokil,10,0.44,0.16,ize,3,7
morral,5,0.22,0.09,ize,2,6
morrena,5,0.22,0.09,ize,4,7
morrioi,4,0.18,0.07,ize,3,7
morriña,4,0.18,0.07,ize,2,7
morro,6,0.26,0.1,ize,2,5
morroe,3,0.13,0.05,ize,2,6
morroi,1682,74.03,1.88,ize,32,6
morroilo,72,3.17,0.62,ize,14,8
morroilope,8,0.35,0.13,ize,2,10
morroilotu,3,0.13,0.05,adi,2,10
morroin,6,0.26,0.1,ize,3,7
morroitu,2,0.09,0.04,adi,2,8
morroitza,2,0.09,0.04,ize,2,9
morrontza,179,7.88,0.95,ize,11,9
morrontzape,9,0.4,0.15,ize,2,11
morrosko,76,3.35,0.64,adj,8,8
morrotu,2,0.09,0.04,adi,2,7
morse,129,5.68,0.82,ize,9,5
mortadela,19,0.84,0.26,ize,5,9
mortairu,10,0.44,0.16,ize,5,8
mortal,151,6.65,0.88,adj,24,6
morteiru,1,0.04,0.02,ize,1,8
mortero,172,7.57,0.93,ize,17,7
mortifikatu,1,0.04,0.02,adi,1,11
mortifikazio,10,0.44,0.16,ize,6,12
mortsa,8,0.35,0.13,ize,5,6
mortu,191,8.41,0.97,adj,22,5
mortxaka,1,0.04,0.02,ize,1,8
mortxila,5,0.22,0.09,adb,3,8
moru,4,0.18,0.07,adj,2,4
mosaika,3,0.13,0.05,ize,2,7
mosaiko,81,3.57,0.66,adj,12,7
mosen,17,0.75,0.24,ize,5,5
moskatel,15,0.66,0.22,ize,4,8
moskeatu,14,0.62,0.21,adi,4,8
moskeo,2,0.09,0.04,ize,2,6
mosketari,15,0.66,0.22,ize,5,9
moskete,25,1.1,0.32,ize,8,7
mosketero,5,0.22,0.09,ize,3,9
mosketoi,9,0.4,0.15,ize,4,8
moskito,2,0.09,0.04,ize,2,7
moskor,3,0.13,0.05,adj,2,6
moskutar,11,0.48,0.17,adj,6,8
mosso,23,1.01,0.3,ize,6,5
mostaza,22,0.97,0.29,ize,3,7
mosto,7,0.31,0.12,ize,3,5
mostra,24,1.06,0.31,ize,8,6
mostradore,155,6.82,0.89,ize,16,10
mostradorepe,2,0.09,0.04,ize,2,12
mostratxa,3,0.13,0.05,ize,1,9
mostrazio,4,0.18,0.07,ize,2,9
mosu,7,0.31,0.12,ize,4,4
mosuka,1,0.04,0.02,adb,1,6
mota,4528,199.3,2.3,ize,50,4
moteil,15,0.66,0.22,ize,2,6
motel,1164,51.23,1.72,adj,46,5
motelagotu,4,0.18,0.07,adi,3,10
motelaldi,26,1.14,0.33,ize,9,9
moteldu,474,20.86,1.34,adi,28,7
moteldura,3,0.13,0.05,adi,1,9
motelgailu,12,0.53,0.18,ize,7,10
motelgarri,2,0.09,0.04,adj,2,10
motelki,10,0.44,0.16,adb,2,7
motelkiro,1,0.04,0.02,adb,1,9
motell,20,0.88,0.27,ize,2,6
moteltasun,31,1.36,0.37,ize,8,10
motete,1,0.04,0.02,ize,1,6
motibagarri,6,0.26,0.1,adj,3,11
motibapen,44,1.94,0.47,ize,2,9
motibatibo,3,0.13,0.05,ize,2,10
motibatu,158,6.95,0.9,adi,19,8
motibazio,299,13.16,1.15,ize,16,9
motibaziogabea,2,0.09,0.04,adj,2,14
motibo,434,19.1,1.3,ize,20,6
motibu,3,0.13,0.05,ize,2,6
motiko,15,0.66,0.22,ize,4,6
motin,14,0.62,0.21,ize,6,5
moto,507,22.32,1.37,ize,25,4
motodun,7,0.31,0.12,adj,3,7
motokros,3,0.13,0.05,ize,2,8
motonautika,1,0.04,0.02,ize,1,11
motor,1170,51.5,1.72,ize,37,5
motordun,22,0.97,0.29,ize,6,8
motore,104,4.58,0.75,adj,13,6
motoredun,6,0.26,0.1,adj,2,9
motorgile,2,0.09,0.04,ize,2,9
motorista,8,0.35,0.13,ize,5,9
motorizatu,7,0.31,0.12,adi,6,10
motorizazio,2,0.09,0.04,ize,2,11
motorzale,18,0.79,0.25,adj,6,9
motosdun,3,0.13,0.05,adj,2,8
motots,148,6.51,0.88,ize,11,6
motozale,9,0.4,0.15,adj,6,8
motozerra,11,0.48,0.17,ize,3,9
motozikleta,49,2.16,0.5,ize,10,11
motoziklismo,104,4.58,0.75,ize,5,12
motoziklista,2,0.09,0.04,ize,1,12
motrailu,2,0.09,0.04,ize,2,8
motrizitate,2,0.09,0.04,ize,1,11
motroilo,5,0.22,0.09,adj,3,8
mottel,26,1.14,0.33,adj,3,6
motto,16,0.7,0.23,ize,6,5
motu,7,0.31,0.12,ize,2,4
motx,66,2.91,0.59,adj,11,4
motxaile,10,0.44,0.16,ize,6,8
motxe,18,0.79,0.25,ize,3,5
motxeta,3,0.13,0.05,ize,1,7
motxikin,3,0.13,0.05,ize,3,8
motxila,215,9.46,1.02,ize,19,7
motxin,6,0.26,0.1,ize,4,6
motxinbero,9,0.4,0.15,adj,3,10
motxorratu,2,0.09,0.04,adi,2,10
motz,1413,62.19,1.8,adj,46,4
motzaile,3,0.13,0.05,ize,3,8
motzaldi,1,0.04,0.02,ize,1,8
motzondo,18,0.79,0.25,ize,4,8
motzor,1,0.04,0.02,adj,1,6
mousse,6,0.26,0.1,ize,4,6
moxal,34,1.5,0.4,ize,6,5
moxkor,10,0.44,0.16,adj,4,6
moxkortua,4,0.18,0.07,adi,4,9
moxkote,5,0.22,0.09,adj,2,7
moxorro,3,0.13,0.05,adj,3,7
moxtade,2,0.09,0.04,ize,2,7
moxte,9,0.4,0.15,adi,4,5
moxtu,8,0.35,0.13,adi,2,5
mozal,3,0.13,0.05,ize,2,5
mozambiketar,2,0.09,0.04,adj,1,12
mozartiar,2,0.09,0.04,adj,2,9
mozio,577,25.4,1.42,ize,18,5
mozione,25,1.1,0.32,ize,3,7
mozkeria,2,0.09,0.04,ize,1,8
mozketa,112,4.93,0.77,ize,12,7
mozkin,512,22.54,1.37,ize,23,6
mozkinbide,2,0.09,0.04,ize,2,10
mozkindu,1,0.04,0.02,adi,1,8
mozkor,647,28.48,1.47,adj,30,6
mozkorgarri,6,0.26,0.1,adj,3,11
mozkorkeria,19,0.84,0.26,ize,4,11
mozkorraldi,67,2.95,0.6,ize,17,11
mozkorrilo,5,0.22,0.09,ize,3,10
mozkortasun,1,0.04,0.02,ize,1,11
mozkorti,67,2.95,0.6,adj,12,8
mozkortu,532,23.42,1.39,adi,33,8
mozkorzale,2,0.09,0.04,adj,2,10
mozkote,77,3.39,0.64,adj,7,7
mozle,8,0.35,0.13,ize,5,5
mozolo,99,4.36,0.73,adj,17,6
mozolokeria,4,0.18,0.07,ize,2,11
mozolotu,3,0.13,0.05,adi,2,8
mozorro,362,15.93,1.23,adj,18,7
mozorrope,29,1.28,0.36,ize,3,9
mozorrotu,469,20.64,1.34,adi,34,9
mozorroztu,2,0.09,0.04,adi,2,10
moztade,6,0.26,0.1,ize,4,7
moztaile,29,1.28,0.36,ize,13,8
moztaka,15,0.66,0.22,adj,1,7
moztasun,11,0.48,0.17,ize,5,8
moztu,3039,133.76,2.13,adi,49,5
moño,5,0.22,0.09,ize,2,4
moñoña,8,0.35,0.13,adj,2,6
moñoño,10,0.44,0.16,adj,3,6
moñoñokeria,2,0.09,0.04,ize,2,11
mubimendu,2,0.09,0.04,ize,2,9
muble,24,1.06,0.31,ize,5,5
muda,197,8.67,0.99,ize,17,4
mudaezin,4,0.18,0.07,adj,3,8
mudagaitz,6,0.26,0.1,adj,3,9
mudakor,5,0.22,0.09,adj,2,7
mudantza,56,2.46,0.54,ize,11,8
mudatu,84,3.7,0.67,adi,13,6
mudejar,4,0.18,0.07,adj,3,7
mudurri,8,0.35,0.13,adj,4,7
mueble,6,0.26,0.1,ize,2,6
muelle,10,0.44,0.16,ize,3,6
mueraka,1,0.04,0.02,adb,1,7
muestra,6,0.26,0.1,ize,3,7
muezin,8,0.35,0.13,ize,5,6
mufti,10,0.44,0.16,ize,4,5
muga,6810,299.74,2.48,ize,40,4
mugabe,7,0.31,0.12,adj,3,6
mugadun,2,0.09,0.04,adj,1,7
mugaegun,2,0.09,0.04,ize,1,8
mugaezin,9,0.4,0.15,adj,4,8
mugagabe,749,32.97,1.53,adj,36,8
mugagabetasun,29,1.28,0.36,ize,5,13
mugagabetu,2,0.09,0.04,adi,2,10
mugagaitz,4,0.18,0.07,adj,1,9
mugagizon,2,0.09,0.04,ize,2,9
mugaharri,5,0.22,0.09,ize,2,9
mugaketa,16,0.7,0.23,ize,3,8
mugakide,21,0.92,0.28,adj,5,8
mugakizun,9,0.4,0.15,ize,5,9
mugako,133,5.85,0.84,adj,5,6
mugalari,38,1.67,0.43,ize,8,8
mugalaritza,7,0.31,0.12,ize,3,11
mugalde,72,3.17,0.62,ize,13,7
mugamarra,4,0.18,0.07,ize,3,9
mugante,9,0.4,0.15,adj,2,7
mugape,8,0.35,0.13,ize,5,6
mugapen,53,2.33,0.52,ize,11,7
mugaratu,2,0.09,0.04,adi,2,8
mugarri,429,18.88,1.3,ize,29,7
mugarritu,12,0.53,0.18,adi,8,9
mugarriztatu,3,0.13,0.05,adi,3,12
mugarte,6,0.26,0.1,ize,3,7
mugas,1,0.04,0.02,ize,1,5
mugasari,20,0.88,0.27,ize,4,8
mugatasun,6,0.26,0.1,ize,3,9
mugatiar,6,0.26,0.1,adj,5,8
mugatu,2653,116.77,2.07,adi,59,6
mugatzaile,23,1.01,0.3,adj,10,10
mugazain,52,2.29,0.52,ize,9,8
mugazaintza,2,0.09,0.04,ize,1,11
mugazubi,10,0.44,0.16,ize,6,8
muget,11,0.48,0.17,ize,5,5
muggle,162,7.13,0.91,ize,14,6
mugiarazle,4,0.18,0.07,ize,2,10
mugida,84,3.7,0.67,ize,14,6
mugiera,5,0.22,0.09,ize,2,7
mugiezin,56,2.46,0.54,adj,12,8
mugiezintasun,7,0.31,0.12,ize,4,13
mugigaitz,8,0.35,0.13,adj,4,9
mugigarri,20,0.88,0.27,adj,6,9
mugikari,14,0.62,0.21,ize,7,8
mugikera,2,0.09,0.04,ize,2,8
mugikor,367,16.15,1.23,adj,28,7
mugikortasun,181,7.97,0.95,ize,11,12
mugimen,10,0.44,0.16,ize,4,7
mugimendu,6112,269.02,2.43,ize,64,9
mugimentu,3,0.13,0.05,ize,2,9
mugitu,5299,233.24,2.37,adi,59,6
mugon,2,0.09,0.04,ize,2,5
mugonez,2,0.09,0.04,ize,1,7
mugurdi,17,0.75,0.24,ize,8,7
muilatu,7,0.31,0.12,adi,2,7
muilo,4,0.18,0.07,ize,2,5
muimendu,20,0.88,0.27,ize,8,8
muin,1178,51.85,1.72,ize,33,4
muinkatu,4,0.18,0.07,adi,3,8
muino,246,10.83,1.07,ize,17,5
muinoak,593,26.1,1.43,ize,15,7
muinoi,24,1.06,0.31,ize,5,6
muinotxo,16,0.7,0.23,ize,9,8
muintegi,2,0.09,0.04,ize,2,8
mujahidin,32,1.41,0.38,adj,8,9
mujaidin,2,0.09,0.04,adj,2,8
mujik,43,1.89,0.46,ize,7,5
mukatu,2,0.09,0.04,adi,2,6
muker,29,1.28,0.36,adj,5,5
mukerkeria,1,0.04,0.02,ize,1,10
mukertasun,2,0.09,0.04,ize,2,10
mukertu,2,0.09,0.04,adi,2,7
muki,96,4.23,0.72,ize,7,4
mukitsu,15,0.66,0.22,adj,6,7
mukitzu,2,0.09,0.04,adj,2,7
mukizapi,55,2.42,0.53,ize,7,8
mukizu,92,4.05,0.7,adj,8,6
mukobisidosa,14,0.62,0.21,adj,3,12
mukobiszidosi,8,0.35,0.13,ize,4,13
mukosa,31,1.36,0.37,ize,10,6
muku,3,0.13,0.05,ize,2,4
mukulu,11,0.48,0.17,ize,5,6
mukur,2,0.09,0.04,ize,2,5
mukurru,116,5.11,0.79,adb,2,7
mukuru,242,10.65,1.07,ize,5,6
mukuruka,3,0.13,0.05,adb,1,8
mukurutu,30,1.32,0.37,adi,11,8
mukuzu,3,0.13,0.05,adj,2,6
mulastin,1,0.04,0.02,ize,1,8
mulata,20,0.88,0.27,ize,4,6
mulato,29,1.28,0.36,adj,6,6
muleta,4,0.18,0.07,ize,2,6
mulko,12,0.53,0.18,ize,4,5
multa,26,1.14,0.33,ize,7,5
multidiziplinar,6,0.26,0.1,adj,6,15
multiestatal,2,0.09,0.04,adj,2,12
multietniko,5,0.22,0.09,adj,3,11
multifokalitate,2,0.09,0.04,ize,2,15
multiforme,8,0.35,0.13,adj,4,10
multijabetza,3,0.13,0.05,ize,3,12
multikolore,10,0.44,0.16,adj,9,11
multikopiatu,3,0.13,0.05,adi,3,12
multikopista,14,0.62,0.21,ize,5,12
multikultural,10,0.44,0.16,adj,6,13
multikulturalismo,4,0.18,0.07,ize,3,17
multilateral,12,0.53,0.18,adj,7,12
multimedia,79,3.48,0.65,adj,8,10
multimilionarioa,3,0.13,0.05,adj,2,16
multimodal,3,0.13,0.05,adj,3,10
multinazional,568,25,1.41,adj,22,13
multiple,5,0.22,0.09,adj,3,8
multiplex,2,0.09,0.04,ize,1,9
multiplikatu,15,0.66,0.22,adi,7,12
multiplikatzaile,4,0.18,0.07,ize,2,16
multiplizitate,6,0.26,0.1,ize,6,14
multiplo,5,0.22,0.09,ize,3,8
multipolar,1,0.04,0.02,adj,1,10
multitinbriko,3,0.13,0.05,adj,2,13
multxo,559,24.6,1.41,ize,20,6
multzo,3730,164.18,2.22,ize,51,6
multzoburu,10,0.44,0.16,ize,3,10
multzoka,39,1.72,0.43,adb,1,8
multzokatu,36,1.58,0.41,adi,13,10
multzokide,3,0.13,0.05,ize,2,10
multzotu,5,0.22,0.09,adi,4,8
multzozko,2,0.09,0.04,adj,1,9
mulu,3,0.13,0.05,ize,2,4
mum,3,0.13,0.05,ize,1,3
mumu,2,0.09,0.04,ize,2,4
mun,26,1.14,0.33,ize,4,3
munarri,2,0.09,0.04,ize,2,7
mundakar,21,0.92,0.28,adj,5,8
mundano,2,0.09,0.04,adj,2,7
munddula,2,0.09,0.04,ize,2,8
mundi,44,1.94,0.47,ize,7,5
mundial,232,10.21,1.05,adj,15,7
mundialismo,4,0.18,0.07,ize,3,11
mundialista,3,0.13,0.05,adj,2,11
mundializatu,9,0.4,0.15,adi,6,12
mundializazio,58,2.55,0.55,ize,9,13
mundrun,4,0.18,0.07,ize,3,7
mundu,26920,1184.89,3.07,ize,77,5
mundualdi,57,2.51,0.55,ize,7,9
munduekonomia,4,0.18,0.07,ize,2,13
mundukoi,7,0.31,0.12,adj,3,8
mundukotasun,2,0.09,0.04,ize,2,12
munduratu,155,6.82,0.89,adi,19,9
mundutar,68,2.99,0.6,adj,18,8
mundutartasun,2,0.09,0.04,ize,2,13
mundutiar,10,0.44,0.16,adj,7,9
mundutu,4,0.18,0.07,adi,4,7
munduzale,16,0.7,0.23,adj,4,9
munduzalekeria,1,0.04,0.02,ize,1,14
mungiar,8,0.35,0.13,adj,2,7
munitibartar,1,0.04,0.02,adj,1,12
munizio,104,4.58,0.75,ize,10,7
munizione,6,0.26,0.1,ize,3,9
munizipal,65,2.86,0.59,adj,14,9
muno,20,0.88,0.27,ize,3,4
munstro,451,19.85,1.32,adj,32,7
munstrokara,6,0.26,0.1,ize,2,11
munstrokeria,15,0.66,0.22,ize,5,12
munstrokume,3,0.13,0.05,ize,3,11
munstrotzar,5,0.22,0.09,ize,3,11
munta,254,11.18,1.09,ize,12,5
muntadura,196,8.63,0.98,ize,9,9
muntaga,6,0.26,0.1,ize,3,7
muntaia,179,7.88,0.95,ize,14,7
muntaines,3,0.13,0.05,adj,2,9
muntaketa,92,4.05,0.7,ize,8,9
muntati,2,0.09,0.04,adj,2,7
muntatu,1486,65.41,1.82,adi,30,7
muntatzaile,66,2.91,0.59,ize,8,11
